Year,HomeTeam,AwayTeam,Diff
09,11,10,2
09,39,13,-1
09,47,55,-2
09,42,1,2
09,44,26,2
09,24,34,0
09,49,31,0
09,33,37,0
09,23,53,-2
09,30,25,0
09,50,44,0
09,13,33,0
09,53,11,1
09,34,42,1
09,37,49,2
09,26,39,-1
09,55,29,1
09,10,47,-1
09,32,23,0
09,25,5,2
09,1,24,0
09,31,30,0
09,24,23,4
09,50,1,-1
09,29,33,-2
09,5,47,-2
09,39,49,0
09,32,37,0
09,25,10,1
09,30,44,-2
09,13,34,0
09,53,30,0
09,37,31,1
09,11,39,-3
09,26,32,-2
09,10,50,4
09,47,42,2
09,44,29,1
09,49,5,3
09,1,55,-1
09,33,24,2
09,23,25,-2
09,31,13,2
09,50,39,-1
09,13,26,1
09,31,32,-3
09,5,11,1
09,10,1,0
09,47,49,1
09,42,53,-2
09,24,30,1
09,25,55,-1
09,33,44,3
09,23,29,3
09,37,34,-2
09,55,10,0
09,53,50,2
09,29,5,1
09,34,47,2
09,11,31,-1
09,26,37,1
09,39,42,0
09,44,25,0
09,32,24,0
09,49,13,0
09,1,33,0
09,30,23,2
09,53,5,1
09,44,42,0
09,1,25,-1
09,30,10,0
09,13,29,0
09,31,55,-1
09,37,30,1
09,10,53,-1
09,47,32,0
09,42,26,-3
09,24,44,0
09,25,49,-1
09,33,39,3
09,13,47,2
09,53,1,2
09,29,30,1
09,5,42,2
09,55,49,1
09,39,31,0
09,44,10,1
09,29,37,0
09,55,53,1
09,42,11,-2
09,49,50,-1
09,23,33,2
09,26,31,3
09,39,47,1
09,50,5,0
09,31,23,-2
09,37,13,1
09,10,29,0
09,47,26,-2
09,42,25,0
09,32,39,-2
09,24,53,-2
09,49,11,2
09,1,44,2
09,33,55,2
09,30,34,0
09,11,13,0
09,34,32,0
09,55,26,1
09,50,32,1
09,53,31,0
09,29,49,-2
09,10,37,-1
09,44,39,1
09,24,47,-1
09,1,34,1
09,33,5,0
09,23,11,2
09,30,42,-1
09,25,13,1
09,31,29,-1
09,34,50,2
09,5,55,-1
09,11,30,-1
09,26,33,0
09,39,1,-3
09,47,44,1
09,42,23,1
09,32,10,-1
09,49,24,-1
09,13,53,1
09,37,25,-1
09,13,1,1
09,31,10,2
09,34,55,3
09,5,23,-1
09,11,44,1
09,26,53,1
09,47,33,0
09,42,24,0
09,32,25,0
09,49,30,-1
09,50,13,0
09,53,37,2
09,55,32,2
09,10,34,2
09,44,49,0
09,24,5,0
09,25,31,0
09,1,26,0
09,33,42,1
09,23,47,1
09,30,39,0
09,29,11,2
09,50,31,-1
09,29,47,5
09,55,13,-2
09,10,42,1
09,44,37,1
09,24,39,-1
09,25,26,2
09,1,32,0
09,33,11,-2
09,23,49,0
09,30,5,1
09,53,34,0
09,50,11,2
09,55,24,-1
09,39,29,0
09,32,33,1
09,34,23,1
09,13,10,0
09,31,1,0
09,5,44,0
09,37,55,1
09,11,24,0
09,26,50,0
09,39,23,0
09,47,30,-1
09,42,29,-1
09,32,53,1
09,49,33,0
09,34,25,-3
09,50,47,0
09,31,42,-1
09,53,44,0
09,37,24,0
09,26,29,0
09,55,23,-1
09,10,49,-1
09,32,11,0
09,25,39,2
09,1,5,-1
09,34,33,0
09,13,30,2
09,11,37,0
09,25,50,1
09,23,1,0
09,34,26,3
09,24,25,-1
09,30,1,3
09,29,32,1
09,5,13,0
09,11,34,-2
09,39,55,-2
09,47,53,1
09,42,37,4
09,44,31,-1
09,49,26,-1
09,33,10,1
09,23,50,0
09,50,33,-2
09,13,42,0
09,31,24,0
09,53,39,0
09,34,29,2
09,37,5,0
09,26,30,-1
09,55,44,-2
09,10,23,2
09,32,49,1
09,25,47,0
09,1,11,1
09,5,31,0
09,11,26,1
09,47,37,1
09,42,55,-3
09,44,34,6
09,24,50,0
09,49,1,2
09,33,53,1
09,23,13,-1
09,30,32,1
09,39,10,1
09,29,25,1
09,5,34,0
09,37,50,0
09,26,24,-2
09,50,30,0
09,13,44,-1
09,31,47,0
09,53,49,0
09,34,39,-3
09,37,23,-1
09,26,5,1
09,55,11,2
09,32,42,0
09,25,33,1
09,1,29,0
09,10,24,-2
09,29,53,4
09,5,10,2
09,11,25,0
09,39,37,1
09,47,1,2
09,42,50,-1
09,44,32,1
09,24,13,-1
09,49,34,1
09,33,31,-1
09,23,26,2
09,30,55,1
10,8,25,0
10,34,54,4
10,11,42,0
10,26,56,1
10,35,33,1
10,44,53,0
10,32,31,0
10,24,47,0
10,49,50,0
10,23,55,0
10,3,9,0
10,37,39,1
10,50,37,-2
10,31,34,0
10,53,11,1
10,55,44,0
10,39,35,0
10,9,24,3
10,47,3,-1
10,56,49,0
10,42,32,0
10,54,26,1
10,25,23,2
10,33,8,-3
10,50,44,-3
10,31,26,0
10,53,32,1
10,55,37,0
10,39,11,-2
10,47,23,-2
10,56,3,-1
10,42,34,-2
10,54,8,-2
10,25,35,0
10,33,24,0
10,9,49,1
10,37,33,-1
10,11,9,-2
10,26,42,1
10,35,50,1
10,8,55,2
10,44,56,2
10,32,47,0
10,24,25,-2
10,49,54,4
10,23,31,0
10,3,39,2
10,34,53,3
10,50,24,-2
10,31,37,3
10,53,8,1
10,55,34,2
10,39,44,0
10,47,26,1
10,42,49,-2
10,54,32,-1
10,25,3,0
10,33,23,0
10,9,35,1
10,56,11,0
10,37,53,0
10,11,54,-4
10,26,25,-1
10,35,31,1
10,8,39,2
10,44,33,2
10,32,56,0
10,24,55,0
10,49,47,0
10,23,50,1
10,3,42,2
10,34,9,-1
10,37,25,1
10,26,50,-1
10,39,47,0
10,35,56,0
10,42,23,-1
10,54,44,2
10,49,8,-2
10,33,53,0
10,3,55,2
10,31,9,1
10,24,34,-1
10,25,49,1
10,50,33,0
10,53,54,0
10,34,32,-2
10,11,26,1
10,55,39,0
10,8,3,-5
10,9,42,2
10,47,31,-1
10,56,24,1
10,44,37,1
10,23,35,0
10,31,56,2
10,37,8,0
10,26,53,1
10,39,9,-4
10,35,44,-1
10,32,50,3
10,24,23,0
10,54,55,0
10,49,34,2
10,33,25,1
10,3,11,-1
10,42,47,-1
10,50,3,2
10,53,31,2
10,34,26,5
10,11,49,0
10,55,33,0
10,8,35,-1
10,56,42,-1
10,44,24,-1
10,25,39,0
10,23,37,-1
10,9,32,0
10,47,54,2
10,50,39,1
10,37,35,0
10,11,31,3
10,26,49,3
10,9,53,0
10,56,47,-1
10,42,54,1
10,44,3,0
10,24,8,-2
10,25,55,0
10,33,32,2
10,23,34,-4
10,31,42,2
10,53,56,0
10,34,11,0
10,55,50,-1
10,39,33,0
10,35,26,0
10,8,23,-1
10,47,9,1
10,32,44,4
10,54,25,2
10,49,37,2
10,3,24,2
10,31,25,3
10,53,42,2
10,34,37,2
10,55,56,2
10,39,23,0
10,35,11,2
10,8,26,2
10,47,50,1
10,32,24,3
10,54,9,1
10,49,44,-1
10,3,33,-1
10,23,49,3
10,50,53,-1
10,37,3,0
10,11,47,0
10,26,32,-2
10,9,55,1
10,56,54,3
10,42,39,0
10,44,8,0
10,25,34,-1
10,33,31,0
10,24,35,-1
10,32,35,-1
10,53,49,0
10,37,24,-2
10,55,31,0
10,39,26,1
10,8,42,-1
10,56,50,-1
10,44,11,0
10,54,33,-2
10,3,23,5
10,34,47,0
10,25,9,-1
10,32,11,0
10,26,37,1
10,31,54,3
10,11,8,1
10,35,3,-1
10,9,56,2
10,47,53,0
10,42,55,1
10,24,39,0
10,49,32,-1
10,33,34,1
10,23,44,2
10,50,25,0
10,33,26,1
10,50,34,1
10,37,11,0
10,55,32,2
10,39,49,0
10,35,42,1
10,8,47,0
10,24,31,1
10,25,56,1
10,23,54,3
10,3,53,3
10,44,9,-1
10,53,25,-1
10,11,23,3
10,26,24,1
10,9,33,3
10,47,55,3
10,56,8,0
10,32,37,0
10,54,35,0
10,49,3,-4
10,34,39,-1
10,31,44,0
10,31,50,-1
10,53,39,0
10,34,44,1
10,11,55,-3
10,26,3,0
10,9,23,2
10,47,35,4
10,56,33,0
10,42,25,-1
10,32,8,-4
10,49,24,-2
10,54,37,1
10,23,32,2
10,55,49,1
10,39,56,0
10,35,53,-2
10,8,31,-3
10,44,26,0
10,24,11,-2
10,25,47,0
10,33,42,1
10,3,34,-2
10,50,54,0
10,37,9,-2
10,50,9,0
10,37,56,1
10,55,53,1
10,39,31,2
10,35,49,3
10,44,42,2
10,24,54,0
10,25,11,2
10,33,47,-1
10,23,26,-1
10,8,34,-1
10,3,32,0
10,53,24,0
10,11,50,0
10,26,55,-2
10,47,44,3
10,56,23,1
10,42,37,-1
10,32,25,0
10,49,33,-2
10,9,8,2
10,34,42,-1
10,37,55,1
10,11,39,2
10,26,31,-2
10,35,25,1
10,8,54,3
10,32,53,1
10,24,33,0
10,49,9,0
10,23,47,0
10,3,56,2
10,50,8,1
10,53,23,0
10,39,32,3
10,9,26,0
10,47,37,2
10,56,34,0
10,42,24,3
10,54,3,-2
10,25,44,1
10,33,11,0
10,3,47,-2
10,34,31,0
10,37,50,2
10,26,54,-3
10,35,39,0
10,50,49,-1
10,31,32,0
10,53,44,2
10,55,23,1
10,39,37,1
10,47,24,1
10,56,26,-3
10,42,11,-1
10,54,34,0
10,25,8,1
10,33,35,1
10,9,3,0
10,31,49,-1
10,31,23,1
10,8,33,0
10,49,56,1
10,50,35,1
10,53,34,-6
10,55,8,-3
10,39,3,0
10,47,32,5
10,56,44,-1
10,42,26,1
10,25,24,3
10,33,37,0
10,9,11,2
10,54,49,2
10,34,55,1
10,37,31,0
10,11,56,2
10,26,47,1
10,35,9,0
10,8,53,0
10,44,39,2
10,32,54,-1
10,24,50,1
10,49,42,1
10,3,25,2
10,44,50,-3
10,23,25,3
10,31,3,-1
10,9,34,4
10,50,23,1
10,31,35,-1
10,53,37,0
10,55,24,-1
10,39,8,0
10,47,49,1
10,56,32,1
10,42,3,-1
10,54,11,-1
10,25,26,0
10,33,44,2
10,34,56,2
10,37,47,1
10,11,33,-1
10,26,9,3
10,35,55,0
10,8,50,1
10,44,25,1
10,32,39,-1
10,24,42,1
10,49,31,2
10,23,53,2
10,3,54,2
10,50,42,-2
10,37,32,1
10,55,47,1
10,35,54,4
10,8,56,1
10,44,31,0
10,25,53,2
10,33,9,0
10,31,8,2
10,53,35,0
10,34,3,0
10,26,44,2
10,47,25,1
10,56,39,2
10,42,33,0
10,54,50,1
10,49,55,-2
10,11,24,-2
10,9,37,3
10,31,24,2
10,34,50,-2
10,11,37,-1
10,26,33,-1
10,9,44,3
10,47,8,1
10,42,35,0
10,32,55,1
10,54,23,0
10,49,39,-1
10,53,3,1
10,55,35,-1
10,54,39,0
10,50,31,1
10,37,54,1
10,55,11,0
10,39,53,0
10,35,47,3
10,8,32,2
10,44,34,3
10,24,49,5
10,25,42,1
10,33,56,1
10,23,9,-1
10,3,26,2
10,31,39,1
10,53,55,-3
10,34,8,1
10,11,25,1
10,26,23,2
10,9,50,5
10,47,33,1
10,56,37,-1
10,42,44,0
10,32,3,2
10,49,35,2
10,11,53,-1
10,39,34,2
10,56,25,1
10,44,55,0
10,32,42,2
10,23,33,-1
10,3,49,1
10,24,26,3
10,50,11,0
10,37,42,0
10,55,26,1
10,39,54,1
10,35,34,1
10,8,9,0
10,44,47,1
10,24,53,2
10,25,32,0
10,33,49,0
10,23,56,-1
10,3,31,1
10,50,47,1
10,37,34,-1
10,11,35,-1
10,26,8,0
10,56,55,-1
10,42,53,1
10,44,49,0
10,24,32,1
10,25,31,3
10,33,3,-2
10,23,39,1
10,9,54,3
10,31,11,0
10,53,9,0
10,55,25,0
10,39,50,1
10,8,24,0
10,47,56,1
10,32,33,0
10,54,42,1
10,49,26,0
10,3,44,1
10,34,23,2
10,35,37,0
10,31,33,4
10,53,50,2
10,55,9,-1
10,39,42,-2
10,8,44,2
10,47,11,2
10,32,26,0
10,54,56,4
10,34,25,0
10,35,24,-1
10,49,23,1
10,3,37,1
10,50,55,-1
10,37,49,0
10,11,34,-1
10,26,35,1
10,56,53,-1
10,42,31,-2
10,44,32,0
10,24,3,0
10,33,39,0
10,23,8,0
10,25,54,-1
10,9,47,2
10,34,35,1
10,42,50,0
10,23,11,-2
10,54,31,-2
10,3,35,3
10,53,47,0
10,34,33,1
10,37,26,-1
10,55,42,-1
10,39,24,1
10,8,11,0
10,56,9,-1
10,44,23,0
10,32,49,0
10,25,50,0
10,50,56,0
10,31,55,2
10,11,44,2
10,26,39,-2
10,35,32,4
10,9,25,1
10,47,34,0
10,42,8,-2
10,24,37,3
10,49,53,-1
10,33,54,3
10,23,3,0
10,50,26,0
10,53,33,1
10,34,24,0
10,11,32,-2
10,55,3,-1
10,8,49,1
10,9,31,3
10,47,39,3
10,56,35,-1
10,44,54,1
10,25,37,1
10,23,42,1
10,24,9,-1
10,31,47,2
10,37,44,0
10,26,11,0
10,39,55,0
10,35,23,3
10,32,34,-1
10,24,56,6
10,54,53,3
10,33,50,2
10,3,8,2
10,49,25,0
10,42,9,-2
10,32,23,1
10,54,24,0
10,50,32,-1
10,53,26,1
10,34,49,1
10,55,54,1
10,8,37,0
10,9,39,0
10,47,42,3
10,56,31,-1
10,44,35,-1
10,25,33,2
10,23,24,3
10,11,3,0
10,31,53,0
10,37,23,-4
10,26,34,2
10,39,25,-3
10,35,8,2
10,42,56,-1
10,32,9,-1
10,24,44,3
10,54,47,0
10,49,11,0
10,33,55,0
10,3,50,0
11,10,23,-1
11,53,43,-3
11,29,47,1
11,37,12,2
11,11,35,1
11,28,33,2
11,41,26,-1
11,8,39,-2
11,44,55,-2
11,32,50,4
11,24,54,-1
11,34,25,0
11,50,11,1
11,26,34,-1
11,55,53,0
11,39,29,0
11,35,8,0
11,43,28,4
11,12,24,0
11,54,10,-1
11,25,32,-3
11,33,44,4
11,23,37,0
11,47,41,0
11,53,50,0
11,29,35,3
11,34,55,4
11,37,26,1
11,11,39,-1
11,28,23,0
11,41,43,2
11,10,33,2
11,44,12,1
11,32,54,2
11,24,47,0
11,8,25,1
11,50,8,2
11,26,32,0
11,55,28,2
11,39,53,2
11,35,24,-1
11,43,37,2
11,47,10,0
11,12,34,-2
11,54,11,3
11,25,44,1
11,33,29,1
11,23,41,-1
11,29,44,1
11,34,28,2
11,37,35,0
11,26,25,-1
11,41,33,1
11,10,50,1
11,47,43,0
11,12,39,0
11,32,8,3
11,24,11,3
11,54,53,-2
11,23,55,0
11,50,41,3
11,53,23,-2
11,11,12,3
11,55,10,2
11,28,26,2
11,39,32,-3
11,35,34,1
11,8,29,1
11,43,24,0
11,44,47,-1
11,25,54,-4
11,33,37,1
11,55,41,0
11,50,26,0
11,53,37,-1
11,11,29,0
11,28,47,0
11,39,34,2
11,35,32,-2
11,8,24,2
11,43,23,-5
11,44,10,-1
11,25,12,1
11,33,54,2
11,12,35,5
11,29,53,0
11,34,43,1
11,37,44,-1
11,26,11,5
11,41,25,1
11,10,28,-2
11,47,33,2
11,32,55,3
11,24,50,3
11,54,39,0
11,23,8,2
11,29,28,4
11,34,11,0
11,37,55,1
11,26,8,2
11,41,44,-2
11,10,35,1
11,47,25,0
11,12,53,2
11,32,43,0
11,24,39,1
11,54,50,0
11,23,33,-1
11,50,34,-1
11,53,10,-3
11,11,32,-1
11,55,47,0
11,28,37,0
11,39,41,1
11,35,54,2
11,8,12,0
11,43,29,0
11,44,24,0
11,25,23,-1
11,33,26,0
11,50,47,2
11,34,53,1
11,11,43,-1
11,26,44,3
11,39,37,-1
11,35,28,0
11,8,41,-1
11,12,23,1
11,32,10,0
11,24,33,-1
11,54,55,-2
11,25,29,0
11,53,24,1
11,29,50,3
11,37,34,-1
11,55,26,-1
11,28,25,-1
11,41,35,-1
11,43,12,-1
11,10,11,-1
11,47,8,1
11,44,54,-1
11,33,32,0
11,23,39,1
11,53,32,0
11,29,24,-4
11,37,50,3
11,55,25,2
11,28,12,-1
11,43,26,2
11,10,8,1
11,47,39,2
11,44,11,1
11,33,35,2
11,23,54,-2
11,41,34,-4
11,50,28,0
11,34,10,2
11,11,33,-3
11,26,23,3
11,39,43,2
11,35,44,1
11,8,53,-1
11,12,47,1
11,32,29,0
11,24,55,1
11,54,41,-3
11,25,37,-1
11,50,35,-2
11,53,44,0
11,37,41,-1
11,26,12,2
11,55,43,1
11,28,54,-1
11,8,11,1
11,10,29,0
11,32,24,2
11,25,39,-1
11,23,47,0
11,34,33,-1
11,29,55,0
11,11,23,1
11,39,26,-2
11,41,28,0
11,43,10,0
11,47,37,1
11,12,32,0
11,44,50,-1
11,54,8,-2
11,35,25,0
11,24,34,0
11,33,53,-1
11,44,28,-2
11,29,23,1
11,11,37,2
11,39,50,-2
11,41,53,2
11,35,26,2
11,43,25,-1
11,47,32,0
11,12,55,-1
11,24,10,0
11,54,34,-2
11,33,8,1
11,50,12,1
11,53,35,2
11,34,47,-2
11,37,29,1
11,26,54,1
11,55,33,0
11,28,39,1
11,8,43,-1
11,10,41,0
11,32,44,2
11,25,11,1
11,23,24,0
11,33,12,-1
11,50,23,0
11,53,25,3
11,29,26,1
11,11,55,1
11,8,28,0
11,44,43,0
11,32,34,1
11,24,41,0
11,54,37,-2
11,10,39,3
11,35,47,1
11,34,44,0
11,37,8,1
11,26,10,-1
11,39,33,-2
11,41,11,1
11,43,54,3
11,23,35,1
11,32,23,-2
11,33,43,0
11,50,25,1
11,53,26,2
11,29,41,-1
11,11,28,0
11,35,55,4
11,8,34,1
11,10,12,-2
11,44,39,1
11,24,37,0
11,55,8,1
11,37,10,-1
11,26,24,-1
11,28,53,2
11,39,35,3
11,41,32,2
11,47,11,3
11,25,33,1
11,50,29,-1
11,34,37,2
11,35,41,0
11,12,43,0
11,32,33,4
11,24,53,3
11,25,28,-1
11,53,11,0
11,29,54,-2
11,37,32,-2
11,28,24,0
11,41,12,0
11,43,35,2
11,10,25,2
11,44,8,-2
11,33,50,1
11,23,34,3
11,47,26,3
11,53,34,3
11,29,25,2
11,37,39,0
11,55,54,3
11,28,35,-1
11,41,8,0
11,43,11,3
11,10,32,1
11,47,50,0
11,44,26,-1
11,33,24,1
11,23,12,3
11,50,37,1
11,11,44,1
11,26,43,0
11,39,47,-1
11,35,33,1
11,8,10,0
11,12,28,-1
11,32,53,0
11,24,29,1
11,54,23,-1
11,25,55,0
11,34,41,1
11,53,8,-4
11,29,32,0
11,37,25,0
11,55,24,-3
11,28,50,2
11,41,54,4
11,43,39,1
11,10,34,0
11,47,12,1
11,44,35,0
11,33,11,3
11,23,26,3
11,50,33,0
11,34,23,2
11,11,53,0
11,26,47,-1
11,39,55,1
11,35,43,2
11,8,44,0
11,12,41,0
11,24,28,0
11,54,29,0
11,25,10,-1
11,32,37,1
11,55,50,-2
11,47,53,1
11,12,29,-1
11,43,50,2
11,11,10,0
11,28,32,0
11,50,44,2
11,53,33,-2
11,34,24,0
11,37,47,-1
11,26,39,-1
11,55,29,1
11,28,41,0
11,8,54,2
11,10,43,1
11,32,12,2
11,25,35,-1
11,23,11,0
11,24,32,-1
11,29,10,1
11,11,8,1
11,39,25,3
11,41,37,1
11,35,50,3
11,43,55,1
11,47,23,1
11,12,26,0
11,44,53,-4
11,54,28,-4
11,33,34,-1
11,50,39,0
11,53,41,-2
11,34,54,1
11,37,11,1
11,26,35,-2
11,55,12,-2
11,28,44,1
11,8,33,-1
11,10,24,1
11,25,43,0
11,23,29,-2
11,32,47,0
11,34,29,0
11,55,39,-6
11,25,24,0
11,23,44,0
11,54,47,1
11,35,53,1
11,11,25,1
11,39,28,0
11,41,10,0
11,43,8,-1
11,47,34,1
11,12,50,1
11,44,32,0
11,24,23,0
11,54,26,0
11,33,55,3
11,34,35,2
11,37,33,-1
11,26,28,-1
11,41,50,0
11,10,55,0
11,47,44,0
11,12,11,1
11,32,39,2
11,24,43,1
11,54,25,1
11,23,53,-2
11,50,10,-2
11,53,54,2
11,11,24,0
11,55,23,0
11,28,34,-2
11,39,12,-2
11,35,37,0
11,8,32,-3
11,43,47,0
11,44,29,-1
11,25,26,-1
11,33,41,3
11,26,55,-2
11,8,47,0
11,12,54,2
11,29,11,1
11,34,39,-2
11,37,53,-3
11,26,50,0
11,41,55,3
11,10,44,0
11,47,28,-1
11,12,25,1
11,32,35,1
11,24,8,3
11,54,33,1
11,23,43,1
11,50,54,1
11,53,12,1
11,11,34,1
11,55,37,0
11,28,29,-1
11,39,24,-2
11,35,10,-1
11,8,26,1
11,43,32,2
11,44,41,-1
11,25,47,1
11,33,23,0
11,29,43,-3
11,37,28,-1
11,26,33,1
11,41,39,0
11,47,55,0
11,12,8,0
11,32,11,1
11,54,35,-3
11,23,25,3
11,34,50,0
11,10,53,2
11,29,37,0
11,39,23,-3
11,54,44,-3
11,50,24,-1
11,53,29,2
11,11,26,0
11,55,32,-1
11,28,10,0
11,39,54,2
11,35,12,-1
11,8,23,1
11,43,34,0
11,44,37,1
11,25,41,2
11,33,47,1
11,53,55,1
11,29,39,-1
11,34,26,3
11,37,23,2
11,11,50,1
11,28,43,-1
11,41,47,3
11,8,35,0
11,10,54,6
11,44,33,1
11,24,12,2
11,32,25,3
11,24,44,1
11,50,53,2
11,26,37,0
11,55,34,-2
11,39,11,1
11,35,29,4
11,43,41,1
11,47,24,-1
11,12,44,0
11,54,32,3
11,25,8,-1
11,33,10,3
11,23,28,-1
11,50,32,-1
11,26,41,1
11,55,44,0
11,39,8,0
11,35,11,0
11,43,53,0
11,47,29,2
11,12,37,-3
11,54,24,-2
11,25,34,-2
11,33,28,0
11,23,10,0
11,10,47,1
11,53,39,-1
11,29,33,1
11,34,12,3
11,37,43,1
11,11,54,-1
11,28,55,2
11,41,23,0
11,8,50,0
11,44,25,2
11,24,35,2
11,32,26,0
11,29,8,2
11,39,10,-4
11,37,54,0
11,55,11,0
11,41,24,0
11,47,35,1
11,34,32,0
11,26,29,-2
11,28,8,-2
11,43,44,4
11,12,33,0
11,25,53,1
11,23,50,1
11,50,55,0
11,53,47,-1
11,29,12,0
11,11,41,1
11,35,23,2
11,8,37,1
11,10,26,1
11,44,34,-1
11,32,28,0
11,24,25,-1
11,54,43,-1
11,33,39,3
11,37,24,0
11,26,53,-2
11,55,35,0
11,28,11,0
11,39,44,1
11,41,29,1
11,43,33,-2
11,47,54,4
11,25,50,0
11,23,32,-2
11,34,8,-3
11,12,10,-1
11,50,43,1
11,53,28,3
11,29,34,0
11,11,47,-3
11,35,39,2
11,8,55,3
11,10,37,0
11,44,23,2
11,32,41,-1
11,24,26,1
11,54,12,0
11,33,25,4
12,28,31,-1
12,46,55,1
12,53,39,-3
12,29,23,0
12,37,35,-1
12,26,13,1
12,8,12,0
12,47,50,0
12,56,11,1
12,24,43,0
12,1,41,2
12,21,34,-1
12,50,1,-1
12,13,37,1
12,11,29,2
12,55,21,-1
12,39,28,-1
12,41,8,-1
12,35,24,-2
12,43,47,2
12,12,46,-1
12,23,26,-1
12,31,56,1
12,34,53,2
12,50,8,-2
12,11,37,1
12,55,47,-1
12,39,1,-3
12,41,28,3
12,12,24,1
12,23,21,-4
12,31,26,-1
12,34,46,-2
12,35,53,-1
12,43,56,0
12,46,31,0
12,53,12,0
12,29,34,0
12,37,23,0
12,26,55,3
12,28,11,-1
12,47,35,0
12,56,39,6
12,24,50,-1
12,1,43,1
12,8,13,2
12,21,41,0
12,46,56,2
12,11,31,0
12,26,29,-1
12,55,53,0
12,28,24,1
12,39,41,1
12,35,1,1
12,8,37,0
12,43,50,0
12,12,34,0
12,47,21,-3
12,23,13,0
12,50,35,0
12,31,39,2
12,53,46,-1
12,29,8,-2
12,34,55,2
12,37,26,2
12,41,11,1
12,56,28,-1
12,24,23,-2
12,1,47,1
12,21,12,1
12,13,43,3
12,50,23,0
12,31,34,0
12,11,8,-1
12,28,12,1
12,41,53,1
12,35,46,1
12,43,21,0
12,47,26,-1
12,56,29,1
12,24,55,2
12,1,13,3
12,39,37,3
12,46,41,0
12,13,50,0
12,53,28,0
12,29,1,0
12,37,24,0
12,26,43,3
12,55,11,1
12,8,39,0
12,12,31,1
12,23,47,-1
12,21,56,1
12,34,35,0
12,46,11,-2
12,53,24,-1
12,29,47,4
12,37,31,0
12,26,50,0
12,55,28,0
12,12,56,-1
12,23,43,1
12,21,39,-1
12,34,1,1
12,8,35,0
12,50,37,2
12,31,53,5
12,11,21,0
12,28,34,1
12,39,46,2
12,41,12,1
12,35,26,4
12,43,29,-1
12,56,55,-1
12,24,8,0
12,1,23,4
12,47,13,-2
12,55,41,-3
12,46,28,0
12,53,56,-1
12,29,24,-1
12,34,39,0
12,37,47,1
12,26,1,0
12,8,43,0
12,12,50,2
12,23,11,-2
12,21,31,4
12,13,35,2
12,50,29,2
12,31,55,1
12,11,53,1
12,39,12,1
12,41,37,0
12,43,46,0
12,47,8,2
12,56,34,1
12,24,26,0
12,1,21,1
12,35,23,2
12,31,47,-1
12,34,50,2
12,37,29,-1
12,28,23,1
12,39,11,-1
12,35,43,-3
12,8,26,2
12,56,41,-1
12,12,55,2
12,24,1,0
12,53,13,-2
12,46,21,-1
12,13,41,1
12,50,53,-1
12,13,46,0
12,29,31,2
12,11,24,0
12,26,12,2
12,55,37,0
12,43,39,3
12,47,28,-1
12,1,8,3
12,23,56,1
12,21,35,1
12,41,34,0
12,50,28,1
12,29,35,-2
12,11,12,0
12,55,8,-2
12,43,37,3
12,47,24,1
12,1,56,1
12,23,46,1
12,21,53,0
12,26,34,-3
12,41,31,-5
12,31,43,1
12,53,29,2
12,34,11,2
12,37,1,-2
12,28,21,-2
12,39,55,-1
12,8,23,1
12,56,26,1
12,12,47,3
12,46,50,2
12,35,41,-1
12,24,13,1
12,50,55,2
12,13,56,0
12,29,41,-1
12,37,21,-1
12,26,28,-2
12,8,31,0
12,47,39,1
12,24,34,-1
12,1,46,3
12,23,12,2
12,35,11,3
12,43,53,-1
12,13,29,1
12,37,34,0
12,31,13,0
12,46,37,1
12,53,1,2
12,34,47,1
12,11,43,0
12,55,23,0
12,28,29,-1
12,39,24,-1
12,41,50,-1
12,56,8,0
12,12,35,0
12,21,26,2
12,29,39,4
12,26,46,-1
12,35,31,2
12,8,21,-2
12,43,55,1
12,47,41,-4
12,24,56,1
12,1,28,1
12,23,53,0
12,11,26,0
12,31,24,1
12,46,47,1
12,53,8,-1
12,55,1,1
12,28,35,1
12,39,23,-1
12,41,43,2
12,56,50,-1
12,12,37,1
12,21,29,-1
12,34,13,1
12,50,11,1
12,28,13,1
12,50,39,-2
12,13,55,1
12,29,12,-1
12,37,28,-1
12,26,53,1
12,35,56,0
12,8,46,1
12,43,34,0
12,47,11,-1
12,24,21,3
12,1,31,0
12,23,41,0
12,31,23,0
12,46,29,-1
12,53,47,0
12,34,8,-1
12,55,35,1
12,28,43,2
12,39,26,1
12,41,24,-1
12,56,37,1
12,21,50,1
12,12,1,0
12,11,13,1
12,50,31,-2
12,13,21,0
12,29,55,3
12,37,53,1
12,26,41,1
12,35,39,0
12,8,28,1
12,43,12,1
12,47,56,-1
12,24,46,3
12,1,11,2
12,23,34,0
12,1,53,-1
12,50,41,3
12,13,31,3
12,29,28,1
12,37,46,2
12,26,21,1
12,35,12,0
12,8,56,0
12,43,11,-1
12,47,34,-1
12,24,39,1
12,23,55,3
12,31,8,3
12,46,1,3
12,34,24,2
12,11,35,-1
12,55,50,2
12,28,26,-1
12,39,47,-2
12,41,29,1
12,56,13,0
12,12,23,2
12,21,37,1
12,53,43,1
12,13,39,1
12,46,53,2
12,11,41,0
12,26,37,1
12,55,34,0
12,28,56,1
12,39,31,0
12,35,50,-1
12,8,29,-2
12,43,13,-6
12,47,1,-3
12,12,21,-1
12,23,24,-1
12,50,43,-2
12,13,23,3
12,31,11,1
12,53,55,1
12,29,26,0
12,34,12,1
12,37,8,2
12,41,39,2
12,56,46,-1
12,24,28,-1
12,21,47,1
